122,51,51,61
122,51,51,61
122,52,51,61
122,53,51,61
122,54,51,61
122,54,51,61
122,55,51,61
122,56,51,61
122,57,51,61
122,57,51,61
122,58,51,61
122,58,51,61
122,58,51,61
122,58,51,61
121,59,51,61
121,59,51,61
121,59,51,61
120,59,51,61
121,60,51,61
121,60,51,61
121,60,51,61
120,60,51,61
120,61,51,61
120,61,51,61
120,61,51,61
120,62,51,61
120,62,51,61
120,62,51,61
119,62,51,61
119,62,51,61
119,62,51,61
118,62,51,61
116,60,51,61
115,59,51,61
114,58,51,61
111,57,51,61
111,56,51,61
110,56,51,61
109,55,51,61
109,55,51,61
109,55,51,61
109,55,51,61
109,54,51,61
110,54,51,61
110,53,51,61
111,52,51,61
112,51,51,61
113,51,51,61
114,51,51,61
115,52,50,59
115,52,50,59
116,54,50,59
116,55,50,59
116,58,50,59
116,60,50,59
116,62,50,59
117,65,50,59
117,68,50,59
117,69,50,59
117,71,50,59
116,73,50,59
116,75,50,59
115,77,50,59
116,79,50,59
115,81,49,58
116,83,49,58
117,83,49,58
117,83,50,60
119,83,50,60
119,84,50,60
120,85,50,60
122,85,50,60
125,84,50,60
126,84,50,60
127,84,50,60
128,82,50,60
127,81,50,60
126,79,50,60
124,76,50,60
124,73,50,60
124,72,50,60
123,70,50,60
123,70,50,60
123,68,50,60
123,68,50,60
123,67,50,60
123,67,50,60
123,67,50,60
123,66,50,60
122,64,50,60
122,64,50,60
121,62,50,60
121,61,50,60
119,59,50,60
117,58,50,60
117,57,50,60
114,55,50,60
113,55,50,60
110,54,50,60
109,54,50,60
109,53,50,60
107,54,50,60
107,53,50,60
106,53,50,60
106,53,50,60
106,53,50,60
105,52,50,60
105,52,50,60
106,53,50,60
106,53,50,60
107,53,50,60
107,53,50,60
108,54,50,60
109,55,50,60
109,56,50,60
110,57,50,60
111,57,50,60
112,60,50,60
113,61,50,60
113,62,50,60
113,63,50,60
113,64,50,60
113,64,50,60
113,65,50,60
114,65,50,60
114,67,50,60
115,67,50,60
115,67,50,60
115,67,50,60
114,66,50,60
114,66,50,60
114,66,50,60
114,65,50,60
114,65,50,60
114,66,50,60
115,66,50,60
114,66,50,60
114,66,50,60
113,66,50,60
112,65,49,59
112,66,49,59
112,65,49,59
110,65,49,59
109,65,49,59
108,64,49,59
105,64,49,59
105,64,49,59
105,64,49,59
105,64,49,59
105,64,49,59
105,64,49,59
105,65,49,59
105,65,49,59
105,65,49,59
106,66,49,59
106,67,49,59
107,67,49,59
108,67,49,59
108,68,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
108,67,49,59
107,66,49,59
107,65,49,59
106,65,49,59
106,65,49,59
106,64,49,59
105,64,49,59
105,64,49,59
105,63,49,59
105,63,49,59
104,63,49,59
104,63,49,59
104,63,49,59
104,63,49,59
104,64,49,59
104,64,49,59
104,64,49,59
104,64,49,59
105,64,49,59
105,64,49,59
105,64,49,59
105,64,49,59
105,64,49,59
105,64,49,59
106,65,49,59
107,66,49,59
107,66,48,58
108,67,48,58
108,68,48,58
108,68,48,58
108,69,48,58
109,70,48,58
109,71,47,57
110,71,46,56
110,71,46,56
109,71,46,56
110,72,46,56
109,73,46,56
108,73,46,56
109,73,46,56
108,73,46,56
108,73,46,56
108,73,46,56
108,73,46,56
108,73,46,56
108,73,46,55
108,73,46,55
107,73,46,55
108,73,45,54
107,74,45,54
107,73,45,54
107,74,45,54
107,72,45,54
107,73,45,54
106,72,45,54
105,73,44,53
105,72,44,53
105,71,44,53
105,72,44,53
105,71,44,53
105,72,44,53
105,72,44,53
105,72,44,53
105,72,44,53
105,73,44,53
104,73,44,53
104,74,44,53
104,74,44,53
104,73,44,53
103,74,44,53
104,73,44,53
104,73,44,53
105,73,44,53
105,72,44,53
105,72,44,53
105,72,44,53
105,72,44,53
105,73,44,53
104,73,44,53
105,73,44,53
104,72,44,53
104,70,44,53
104,69,44,53
104,67,44,53
104,65,44,53
104,63,44,53
104,62,44,53
104,61,44,53
105,58,44,53
104,57,44,53
104,55,44,53
104,54,44,53
104,52,44,53
104,50,44,53
104,49,44,53
104,47,44,53
104,47,44,53
105,46,44,53
105,45,44,53
105,45,44,53
105,45,44,53
105,45,44,53
106,46,44,53
106,47,44,53
107,47,44,53
108,48,44,53
109,50,44,53
111,51,44,53
112,52,44,53
113,53,44,53
114,54,44,53
115,55,44,53
114,55,45,54
115,55,45,54
116,55,45,54
116,56,45,54
116,57,46,55
116,57,46,55
116,57,46,55
117,59,46,55
117,60,46,55
118,62,46,55
119,63,46,55
120,64,46,55
120,65,46,55
120,67,46,55
120,69,46,55
119,70,46,55
118,72,46,55
118,74,46,55
117,75,46,55
116,76,46,55
115,77,46,55
115,78,46,55
116,78,46,55
115,78,46,55
115,78,46,55
116,78,46,55
115,78,46,55
115,78,46,55
115,78,46,55
115,78,46,55
114,78,46,55
114,77,46,55
113,76,46,55
112,76,46,55
110,75,46,55
109,74,46,55
108,74,46,55
106,74,46,55
105,73,46,55
103,72,46,55
101,72,46,55
100,71,46,55
99,71,46,55
97,70,46,55
96,69,46,55
94,69,46,55
93,69,46,55
92,68,46,55
91,68,46,55
90,68,46,55
88,68,46,55
88,67,46,55
86,66,46,55
85,67,46,55
84,67,46,55
81,67,46,55
81,67,46,56
79,68,46,56
77,67,46,56
76,67,46,56
75,67,46,56
74,67,46,56
73,67,46,56
72,67,46,56
70,66,46,56
69,66,46,56
68,67,46,56
67,67,46,56
64,67,46,56
64,67,46,56
63,68,46,56
62,68,47,57
59,65,47,57
60,65,47,57
59,65,47,57
59,65,48,58
58,65,49,59
58,65,50,60
58,65,50,60
58,63,50,60
59,62,50,60
60,60,50,60
62,58,50,60
63,58,50,60
64,57,50,60
65,56,50,60
67,55,50,60
68,54,50,60
69,53,50,60
70,50,50,60
72,49,50,60
72,47,50,60
73,46,50,60
75,45,50,60
76,44,50,60
78,43,50,60
79,41,50,60
81,40,50,60
82,39,50,60
85,39,50,60
87,39,50,60
89,39,50,60
90,39,50,60
92,39,50,60
93,40,50,60
95,41,50,60
96,42,50,60
97,43,50,60
99,44,50,60
100,46,50,60
100,48,50,60
101,50,50,60
102,51,50,60
103,54,50,60
103,55,50,60
104,56,50,60
105,60,50,60
105,62,50,60
105,64,50,60
106,66,50,60
106,69,50,60
106,71,50,60
106,73,50,60
106,74,50,60
107,77,50,60
107,78,50,60
107,81,50,60
107,84,50,60
108,86,50,60
108,89,50,60
109,91,50,60
109,95,50,60
109,96,50,60
109,99,50,60
109,101,50,60
108,103,50,60
108,105,50,60
108,108,50,60
107,111,50,60
107,114,50,60
107,117,50,60
106,121,50,60
106,122,50,60
105,124,49,59
105,126,49,59
105,127,49,59
105,129,49,59
105,131,49,59
105,134,49,59
105,135,49,59
105,139,49,59
105,140,49,58
104,141,49,58
104,143,48,57
104,144,47,56
104,146,47,56
104,148,47,56
104,148,47,56
102,149,46,55
102,151,46,55
101,151,46,55
101,153,47,56
98,154,46,55
99,155,46,55
96,156,46,55
96,156,46,55
96,157,46,55
93,157,46,55
93,157,46,55
92,158,46,55
91,159,46,55
90,159,46,55
89,156,46,55
89,153,46,55
87,149,46,55
87,145,47,56
85,142,47,56
84,139,47,56
83,135,47,56
82,130,47,56
82,124,47,56
82,118,47,56
82,113,46,55
83,113,46,55
82,108,45,54
84,106,45,54
86,101,45,54
88,100,45,54
88,96,45,54
91,96,45,54
91,94,45,54
92,94,45,54
93,91,45,54
95,91,45,54
97,89,45,54
98,89,45,54
100,89,45,54
102,90,45,54
104,90,45,54
106,90,45,54
108,91,45,54
109,92,45,54
111,92,46,55
113,92,46,55
114,92,46,55
115,91,47,56
117,91,47,56
120,90,47,56
122,90,47,56
124,90,47,56
127,90,47,56
128,89,47,56
130,88,47,56
