139,112,51,36
139,114,51,36
140,115,51,36
140,117,51,36
141,119,51,36
140,119,51,36
140,120,51,36
140,120,51,36
140,121,51,36
140,121,51,36
140,121,51,36
140,121,51,36
139,121,51,36
139,121,51,36
138,121,51,36
138,120,51,36
138,120,51,36
138,119,51,36
138,119,51,36
137,118,51,36
138,117,51,36
137,117,51,36
138,117,51,36
138,116,51,36
138,116,51,36
138,115,51,36
139,114,51,36
139,113,51,36
139,113,51,36
139,113,51,36
140,112,51,36
140,111,51,36
141,111,51,36
141,111,51,36
142,111,51,36
142,111,51,36
144,111,51,36
145,110,51,36
149,109,51,36
150,108,51,36
153,108,51,36
156,108,51,36
159,108,51,36
161,108,51,36
165,109,51,36
166,110,51,36
167,112,51,36
168,112,51,36
171,112,51,36
172,112,51,36
174,109,51,36
177,108,51,36
180,106,51,36
181,104,51,36
182,104,52,37
182,103,53,37
183,101,53,37
184,100,53,37
185,100,53,37
186,100,53,37
187,100,53,37
187,101,53,37
188,101,53,37
189,101,53,37
189,102,53,37
189,103,53,37
189,103,53,37
189,103,53,37
189,103,53,37
189,103,53,37
189,103,53,37
189,104,53,37
188,104,53,37
187,104,54,38
186,103,54,38
185,103,55,39
184,103,55,39
184,103,55,39
183,103,55,39
182,103,55,39
181,103,55,39
181,102,55,39
180,102,55,39
177,102,55,39
177,102,55,39
176,102,55,39
175,101,55,39
174,101,55,39
173,100,55,39
171,100,55,39
171,100,55,39
170,100,55,39
170,100,55,39
169,101,55,39
169,101,55,39
169,102,55,39
169,103,55,39
169,104,55,39
169,104,55,39
169,105,55,39
169,105,55,39
168,104,55,39
168,104,55,39
167,103,55,39
166,103,55,39
165,103,55,39
165,103,55,39
164,103,55,39
163,103,55,39
163,104,55,39
163,104,55,39
163,104,55,39
163,104,55,39
163,105,55,39
163,105,55,39
162,104,55,39
162,104,55,39
162,103,55,39
162,103,55,39
162,102,55,39
162,101,55,39
162,100,55,39
162,100,55,39
162,98,55,39
162,97,55,39
162,95,55,39
162,94,55,39
162,92,55,39
162,92,55,39
162,91,55,39
162,90,55,39
162,88,55,39
163,87,55,39
163,87,55,39
163,86,55,39
163,85,55,39
163,84,55,39
164,84,55,39
164,83,55,39
165,83,55,39
165,83,55,39
165,82,55,39
165,82,55,39
165,81,55,39
166,81,55,39
166,81,55,39
166,80,55,39
166,80,55,39
166,80,55,39
166,80,55,39
166,80,55,39
166,80,55,39
165,79,55,39
165,78,55,39
165,78,55,39
165,78,55,39
165,77,55,39
166,77,55,39
167,77,55,39
167,76,55,39
168,76,55,39
168,76,55,39
167,76,55,39
168,76,55,39
168,76,55,39
168,75,55,39
168,75,55,39
168,75,55,39
168,75,55,39
168,75,55,39
168,75,55,39
168,77,55,39
168,78,55,39
167,79,55,39
168,79,55,39
168,79,55,39
166,81,55,39
166,81,55,39
166,82,55,39
167,82,55,39
166,83,55,39
166,84,55,39
167,84,55,39
167,85,55,39
167,87,55,39
167,88,55,39
168,89,55,39
168,91,55,39
168,92,55,39
168,93,55,39
168,94,55,39
168,95,55,39
169,97,55,39
169,98,55,39
169,99,55,39
169,100,55,39
169,100,55,39
169,101,55,39
169,101,55,39
169,102,55,39
169,103,55,39
169,103,56,39
168,104,57,40
168,105,57,40
168,106,57,40
168,107,57,40
168,108,57,40
168,109,57,40
168,109,58,41
168,110,58,41
168,111,58,41
168,113,58,41
168,114,58,41
168,114,58,41
168,115,58,41
168,117,58,41
168,118,58,41
168,120,58,41
168,123,58,41
168,123,58,41
168,124,58,41
167,125,59,42
167,126,59,42
167,127,59,42
167,127,59,42
166,129,59,42
166,129,59,42
166,129,59,42
166,130,59,42
166,130,59,42
166,130,59,42
166,131,59,42
166,131,59,42
165,132,60,42
165,132,60,42
165,132,60,42
165,132,60,42
165,132,60,42
165,131,60,42
165,130,60,42
165,130,60,42
165,129,60,42
165,127,60,42
165,124,60,42
165,122,60,42
165,120,60,42
165,118,60,42
165,117,60,42
164,114,60,42
165,114,60,42
165,113,60,42
165,112,60,42
166,111,60,42
166,111,60,42
167,111,60,42
166,110,60,42
165,109,60,42
164,109,60,42
164,108,60,42
163,107,60,42
162,107,60,42
162,106,60,42
161,105,60,42
161,104,60,42
161,102,60,42
162,101,60,42
162,100,60,42
163,99,60,42
164,98,60,42
165,97,60,42
166,96,60,42
167,96,60,42
168,96,60,42
169,95,60,42
169,94,60,42
170,94,60,42
171,94,60,42
172,94,60,42
173,94,60,42
173,94,60,42
174,94,60,42
174,94,60,42
174,94,60,42
173,94,60,42
174,94,60,42
174,94,60,42
173,94,60,42
174,94,60,42
174,94,60,42
174,94,60,42
173,93,61,43
173,92,61,43
174,93,61,43
173,93,61,43
173,93,61,43
172,94,61,43
173,94,61,43
172,94,61,43
171,94,61,43
172,95,61,43
170,94,61,43
171,95,61,43
171,95,61,43
170,95,61,43
170,94,61,43
171,94,61,43
170,94,61,43
170,93,61,43
170,93,61,43
170,93,61,43
170,92,61,43
170,92,61,43
170,92,61,43
170,92,61,43
170,92,61,43
170,92,61,43
170,92,61,43
170,92,61,43
170,92,61,43
170,92,61,43
170,92,61,43
170,92,61,43
171,92,61,43
172,92,61,43
171,91,61,43
172,90,61,43
173,90,61,43
174,89,61,43
173,89,61,43
174,89,61,43
174,89,61,43
174,89,61,43
174,90,61,43
175,90,61,43
175,90,61,43
176,90,61,43
176,90,61,43
177,91,61,43
177,91,61,43
177,91,61,43
177,91,61,43
178,91,61,43
177,90,61,43
178,91,61,43
177,91,61,43
177,91,61,43
177,91,61,43
177,91,61,43
177,92,61,43
177,92,61,43
177,93,61,43
177,93,61,43
177,94,61,43
177,94,61,43
177,94,61,43
177,94,61,43
